,units,n_back,dropout,vloss,sec_elaps
481,864,864,0.0,0.0006608653930015862,368
589,96,192,0.2,0.0006608483381569386,57
678,528,240,0.0,0.0006606922834180295,133
584,288,672,0.1,0.0006606332608498633,166
758,432,12,0.0,0.0006605010712519288,25
307,384,576,0.2,0.0006604930968023837,119
183,624,288,0.1,0.0006604520021937788,160
114,12,12,0.1,0.0006603850051760674,52
616,12,432,0.2,0.0006602541543543339,95
265,12,240,0.2,0.0006601508939638734,55
653,864,528,0.1,0.0006599764456041157,394
507,624,336,0.1,0.000659890123642981,150
160,864,24,0.1,0.000659864628687501,31
432,120,432,0.2,0.0006598398322239518,58
365,336,24,0.0,0.0006598050240427256,26
562,624,432,0.0,0.0006596232997253537,195
213,432,144,0.1,0.0006595393060706556,44
392,24,48,0.1,0.0006589315598830581,41
156,24,384,0.1,0.0006588497781194746,85
176,120,240,0.0,0.0006587642710655928,38
345,528,864,0.2,0.0006587098469026387,306
545,24,336,0.2,0.0006585443043150008,70
39,96,240,0.2,0.0006584912189282477,34
737,864,768,0.1,0.0006584848742932081,351
417,336,192,0.2,0.000658423756249249,49
694,528,768,0.2,0.0006582667701877654,223
656,864,240,0.0,0.0006581652560271323,203
649,48,288,0.1,0.0006581579800695181,65
349,528,336,0.0,0.0006580190383829176,135
273,528,576,0.0,0.0006580091430805624,110
21,120,672,0.1,0.0006578207830898464,80
377,624,672,0.0,0.0006578065804205835,207
748,336,864,0.2,0.000657759141176939,282
77,432,720,0.1,0.0006575416773557663,208
327,528,528,0.2,0.0006574776489287615,151
40,576,576,0.2,0.0006573832361027598,165
338,72,288,0.0,0.0006572988349944353,49
792,672,720,0.0,0.0006571931298822165,253
266,144,96,0.2,0.0006568372482433915,37
441,144,240,0.1,0.0006568318931385875,47
732,432,768,0.2,0.0006567068630829453,186
268,480,240,0.0,0.0006565043004229665,72
